CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2020-05-19,20:20:00,BROOKLYN,11205,40.6972,-73.952934,POINT (-73.952934 40.6972),PARK AVENUE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4317602,Sedan,Sedan,,,
2020-05-19,09:03:00,BRONX,10467,40.878967,-73.86549,POINT (-73.86549 40.878967),,,3559 WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4314450,Bus,Sedan,,,
2020-05-19,17:24:00,,,40.812622,-73.92934,POINT (-73.92934 40.812622),PARK AVENUE,EAST 138 STREET,,1,0,0,0,1,0,0,0,Accelerator Defective,Unspecified,,,,4314575,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
2020-05-19,23:00:00,BRONX,10459,40.825695,-73.89913,POINT (-73.89913 40.825695),PROSPECT AVENUE,EAST 166 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4314828,Sedan,Sedan,,,
2020-05-19,12:26:00,,,40.848118,-73.93089,POINT (-73.93089 40.848118),AMSTERDAM AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4314596,Pick-up Truck,Taxi,,,
2020-05-19,15:30:00,BRONX,10459,40.821415,-73.88933,POINT (-73.88933 40.821415),FAILE STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4314953,Sedan,,,,
2020-05-19,10:48:00,BROOKLYN,11212,40.66255,-73.90893,POINT (-73.90893 40.66255),ROCKAWAY AVENUE,LIVONIA AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Following Too Closely,,,,4314568,Sedan,Sedan,,,
2020-05-19,07:14:00,STATEN ISLAND,10301,40.631184,-74.09297,POINT (-74.09297 40.631184),FOREST AVENUE,HAVEN ESPLANADE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4315066,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,20:45:00,,,40.668495,-73.925606,POINT (-73.925606 40.668495),BUFFALO AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4314718,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,11:40:00,BROOKLYN,11234,40.616055,-73.915924,POINT (-73.915924 40.616055),,,2023 EAST 61 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4314593,Sedan,,,,
2020-05-19,09:00:00,BROOKLYN,11234,40.60657,-73.93033,POINT (-73.93033 40.60657),,,2130 EAST 34 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4314594,Sedan,,,,
2020-05-19,18:44:00,,,40.69336,-73.97585,POINT (-73.97585 40.69336),NORTH PORTLAND AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4314566,Motorcycle,,,,
2020-05-19,06:15:00,QUEENS,11373,40.731277,-73.871574,POINT (-73.871574 40.731277),WOODHAVEN BOULEVARD,BOOTH STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4314914,E-Scooter,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,22:37:00,BROOKLYN,11222,40.723484,-73.95165,POINT (-73.95165 40.723484),BEDFORD AVENUE,LORIMER STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4314663,Sedan,E-Bike,,,
2020-05-19,03:00:00,BROOKLYN,11234,40.635426,-73.92474,POINT (-73.92474 40.635426),GLENWOOD ROAD,EAST 54 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314406,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,14:03:00,,,40.82256,-73.88755,POINT (-73.88755 40.82256),BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314948,Sedan,Tractor Truck Gasoline,,,
2020-05-19,12:30:00,QUEENS,11106,40.755573,-73.92836,POINT (-73.92836 40.755573),,,36-11 33 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314635,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:42:00,MANHATTAN,10002,40.71429,-73.99396,POINT (-73.99396 40.71429),DIVISION STREET,ELDRIDGE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4316085,Sedan,Motorcycle,,,
2020-05-19,16:20:00,BROOKLYN,11239,,,,,,528 GATEWAY DRIVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4314678,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-05-19,19:00:00,,,40.737553,-73.85089,POINT (-73.85089 40.737553),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,Unspecified,,4314558,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2020-05-19,20:14:00,,,40.73715,-73.930824,POINT (-73.930824 40.73715),BORDEN AVENUE,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4314556,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,11:00:00,,,40.645664,-74.00974,POINT (-74.00974 40.645664),49 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4314550,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,15:00:00,BROOKLYN,11207,40.65696,-73.89406,POINT (-73.89406 40.65696),,,437 DE WITT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4314682,Sedan,,,,
2020-05-19,16:15:00,BROOKLYN,11207,40.654484,-73.886536,POINT (-73.886536 40.654484),COZINE AVENUE,NEW JERSEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314683,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:57:00,,,40.841347,-73.9169,POINT (-73.9169 40.841347),JEROME AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4314625,Station Wagon/Sport Utility Vehicle,E-Bike,Station Wagon/Sport Utility Vehicle,,
2020-05-19,07:10:00,MANHATTAN,10016,40.74708,-73.98135,POINT (-73.98135 40.74708),EAST 34 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,4314729,Sedan,Sedan,,,
2020-05-19,08:41:00,QUEENS,11691,40.604576,-73.74945,POINT (-73.74945 40.604576),NAMEOKE STREET,DINSMORE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314478,Sedan,,,,
2020-05-19,11:15:00,MANHATTAN,10023,40.776684,-73.983055,POINT (-73.983055 40.776684),AMSTERDAM AVENUE,WEST 69 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,4314491,Bus,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,22:22:00,MANHATTAN,10035,40.798935,-73.93637,POINT (-73.93637 40.798935),EAST 119 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4315161,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,18:15:00,MANHATTAN,10032,40.84231,-73.93515,POINT (-73.93515 40.84231),AMSTERDAM AVENUE,WEST 172 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314605,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-05-19,13:30:00,,,40.840206,-73.91015,POINT (-73.91015 40.840206),MORRIS AVENUE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4314626,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,00:00:00,QUEENS,11412,40.696716,-73.76145,POINT (-73.76145 40.696716),,,191-34 114 DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314709,Sedan,Sedan,,,
2020-05-19,23:30:00,BRONX,10472,40.825214,-73.8736,POINT (-73.8736 40.825214),,,1025 MORRISON AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4314609,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:10:00,BRONX,10467,40.881966,-73.8847,POINT (-73.8847 40.881966),WEST MOSHOLU PARKWAY NORTH,GATES PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4314604,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,12:15:00,,,40.8059,-73.92523,POINT (-73.92523 40.8059),BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4314687,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-05-19,12:04:00,,,40.60307,-74.01667,POINT (-74.01667 40.60307),BELT PARKWAY,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4314587,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-05-19,20:00:00,QUEENS,11385,40.698,-73.89478,POINT (-73.89478 40.698),,,75-32 60 LANE,0,0,0,0,0,0,0,0,Unspecified,,,,,4314834,Taxi,,,,
2020-05-19,17:05:00,BRONX,10455,40.81922,-73.91062,POINT (-73.91062 40.81922),EAST 156 STREET,SAINT ANNS AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,,,,,4314775,Bike,,,,
2020-05-19,14:53:00,MANHATTAN,10036,40.76015,-73.9988,POINT (-73.9988 40.76015),11 AVENUE,WEST 41 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4314656,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,15:48:00,MANHATTAN,10027,40.817635,-73.95686,POINT (-73.95686 40.817635),,,3260 BROADWAY,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4314599,Taxi,,,,
2020-05-19,18:10:00,BRONX,10454,40.804344,-73.92158,POINT (-73.92158 40.804344),BRUCKNER BOULEVARD,BROOK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4315771,Sedan,,,,
2020-05-19,15:22:00,BRONX,10472,40.83272,-73.87235,POINT (-73.87235 40.83272),,,1314 FTELEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4314608,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-05-19,21:30:00,,,40.844917,-73.926384,POINT (-73.926384 40.844917),CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4314563,Tractor Truck Diesel,Tractor Truck Diesel,,,
2020-05-19,08:40:00,BRONX,10461,40.842484,-73.84786,POINT (-73.84786 40.842484),OVERING STREET,MACLAY AVENUE,,1,0,1,0,0,0,0,0,,,,,,4315043,,,,,
2020-05-19,23:10:00,BRONX,10459,40.82989,-73.8852,POINT (-73.8852 40.82989),,,1440 SHERIDAN EXPRESSWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4315107,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,13:25:00,,,40.68804,-73.83275,POINT (-73.83275 40.68804),111 STREET,,,1,0,0,0,1,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4314613,Station Wagon/Sport Utility Vehicle,E-Bike,,,
2020-05-19,17:28:00,BRONX,10466,40.881264,-73.83875,POINT (-73.83875 40.881264),BAYCHESTER AVENUE,BOSTON ROAD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4314644,Taxi,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,05:43:00,QUEENS,11379,40.71254,-73.8813,POINT (-73.8813 40.71254),,,72-31 METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314428,Sedan,Sedan,,,
2020-05-19,10:00:00,BRONX,10474,40.806843,-73.88434,POINT (-73.88434 40.806843),,,1300 VIELE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314516,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:24:00,,,40.812622,-73.92934,POINT (-73.92934 40.812622),EAST 138 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4314570,Sedan,Taxi,,,
2020-05-19,12:10:00,,,40.862392,-73.91802,POINT (-73.91802 40.862392),9 AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Backing Unsafely,,,,4314509,Station Wagon/Sport Utility Vehicle,Refrigerated Van,,,
2020-05-19,19:34:00,BRONX,10470,40.895374,-73.86356,POINT (-73.86356 40.895374),WEBSTER AVENUE,EAST 233 STREET,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4314747,Sedan,Sedan,,,
2020-05-19,09:40:00,BRONX,10451,40.81438,-73.92476,POINT (-73.92476 40.81438),MORRIS AVENUE,EAST 142 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4314490,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-05-19,16:46:00,QUEENS,11385,40.705353,-73.9146,POINT (-73.9146 40.705353),,,1706 HIMROD STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4332990,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,14:38:00,BRONX,10473,40.817017,-73.86291,POINT (-73.86291 40.817017),BEACH AVENUE,RANDALL AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4314610,Sedan,Sedan,,,
2020-05-19,09:20:00,QUEENS,11368,40.754406,-73.85581,POINT (-73.85581 40.754406),37 AVENUE,112 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4314930,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2020-05-19,12:02:00,BROOKLYN,11237,40.69426,-73.91036,POINT (-73.91036 40.69426),KNICKERBOCKER AVENUE,JEFFERSON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4314968,Sedan,,,,
2020-05-19,15:30:00,MANHATTAN,10075,40.77137,-73.95339,POINT (-73.95339 40.77137),,,1488 1 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4314598,Sedan,Bike,,,
2020-05-19,18:20:00,BROOKLYN,11212,40.666157,-73.9249,POINT (-73.9249 40.666157),,,1134 EAST NEW YORK AVENUE,5,0,1,0,0,0,4,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4314886,Bus,Sedan,Sedan,Sedan,Sedan
2020-05-19,16:30:00,MANHATTAN,10029,40.798622,-73.94163,POINT (-73.94163 40.798622),EAST 116 STREET,LEXINGTON AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4315159,Taxi,Sedan,,,
2020-05-19,21:14:00,QUEENS,11101,40.74298,-73.934875,POINT (-73.934875 40.74298),31 PLACE,47 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314559,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,13:00:00,MANHATTAN,10002,40.716156,-73.979576,POINT (-73.979576 40.716156),,,292 DELANCEY STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4316127,Sedan,,,,
2020-05-19,08:25:00,,,40.669586,-73.92827,POINT (-73.92827 40.669586),ROCHESTER AVENUE,,,2,0,0,0,0,0,2,0,Other Vehicular,View Obstructed/Limited,,,,4314719,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,23:00:00,,,40.643566,-74.00475,POINT (-74.00475 40.643566),48 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4314696,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,14:30:00,BRONX,10466,40.88653,-73.84347,POINT (-73.84347 40.88653),,,1173 EAST 229 DRIVE NORTH,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4314699,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:30:00,QUEENS,11365,40.732323,-73.810776,POINT (-73.810776 40.732323),PARSONS BOULEVARD,JEWEL AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4315057,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,19:47:00,BRONX,10470,40.9045,-73.84973,POINT (-73.84973 40.9045),,,4738 WHITE PLAINS ROAD,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4314809,Sedan,Sedan,,,
2020-05-19,03:30:00,,,40.67239,-73.87463,POINT (-73.87463 40.67239),SUTTER AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,4314454,Sedan,Sedan,,,
2020-05-19,19:10:00,BROOKLYN,11236,40.637333,-73.88427,POINT (-73.88427 40.637333),,,10417 SEAVIEW AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4315241,Carry All,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,01:09:00,,,40.69936,-73.931564,POINT (-73.931564 40.69936),EVERGREEN AVENUE,,,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,,,,4314377,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,00:00:00,BROOKLYN,11230,40.629986,-73.97157,POINT (-73.97157 40.629986),FOSTER AVENUE,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,4314665,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
2020-05-19,09:50:00,QUEENS,11375,40.735664,-73.8457,POINT (-73.8457 40.735664),GRAND CENTRAL PARKWAY,63 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314500,Sedan,,,,
2020-05-19,12:30:00,,,40.60307,-74.01667,POINT (-74.01667 40.60307),BELT PARKWAY,,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4315207,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,11:55:00,,,40.62167,-73.991264,POINT (-73.991264 40.62167),63 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314503,Ambulance,Sedan,,,
2020-05-19,19:00:00,,,40.784657,-73.8523,POINT (-73.8523 40.784657),115 STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4314632,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,10:35:00,QUEENS,11357,40.77812,-73.80917,POINT (-73.80917 40.77812),154 STREET,WILLETS POINT BOULEVARD,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4314532,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:55:00,,,40.87656,-73.90436,POINT (-73.90436 40.87656),MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4314562,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,08:41:00,BROOKLYN,11204,40.627403,-73.97811,POINT (-73.97811 40.627403),,,4723 19 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314501,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,17:07:00,,,40.836502,-73.825165,POINT (-73.825165 40.836502),BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,,,,4314540,Sedan,Sedan,,,
2020-05-19,19:40:00,MANHATTAN,10032,40.84019,-73.94307,POINT (-73.94307 40.84019),FORT WASHINGTON AVENUE,WEST 165 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,4314607,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,14:00:00,,,40.66638,-73.86109,POINT (-73.86109 40.66638),FORBELL STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314895,Tractor Truck Diesel,Sedan,,,
2020-05-19,13:29:00,QUEENS,11374,40.72018,-73.85923,POINT (-73.85923 40.72018),,,65-42 ALDERTON STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4314557,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,17:09:00,BROOKLYN,11223,40.60036,-73.96346,POINT (-73.96346 40.60036),AVENUE T,EAST 8 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314571,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,12:20:00,BROOKLYN,11249,40.70816,-73.96846,POINT (-73.96846 40.70816),,,470 KENT AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4321396,Flat Bed,Carry All,,,
2020-05-19,06:08:00,MANHATTAN,10128,40.78519,-73.94934,POINT (-73.94934 40.78519),EAST 96 STREET,3 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4314457,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,22:16:00,,,40.767494,-73.95933,POINT (-73.95933 40.767494),EAST 70 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4316934,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-05-19,21:25:00,QUEENS,11368,40.74725,-73.86703,POINT (-73.86703 40.74725),,,41-08 97 PLACE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4314592,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,14:55:00,QUEENS,11367,40.718975,-73.8167,POINT (-73.8167 40.718975),79 AVENUE,146 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4314950,Sedan,,,,
2020-05-19,23:15:00,,,40.892708,-73.84455,POINT (-73.84455 40.892708),EDENWALD AVENUE,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unsafe Speed,,,,4314700,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,10:58:00,,,40.801754,-73.93121,POINT (-73.93121 40.801754),EAST 125 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,4315172,Sedan,,,,
2020-05-19,19:17:00,BRONX,10469,40.871223,-73.847694,POINT (-73.847694 40.871223),,,1309 EAST GUN HILL ROAD,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4314698,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,16:00:00,MANHATTAN,10011,40.74138,-73.99861,POINT (-73.99861 40.74138),,,217 WEST 18 STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4314660,Station Wagon/Sport Utility Vehicle,Flat Bed,,,
2020-05-19,20:54:00,BROOKLYN,11210,40.634533,-73.93918,POINT (-73.93918 40.634533),GLENWOOD ROAD,EAST 39 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4314874,Sedan,,,,
2020-05-19,17:30:00,QUEENS,11436,40.680477,-73.7921,POINT (-73.7921 40.680477),SUTPHIN BOULEVARD,FOCH BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4314708,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-05-19,16:19:00,,,40.69579,-73.93313,POINT (-73.93313 40.69579),BROADWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4315548,E-Scooter,Sedan,,,
2020-05-19,09:00:00,BROOKLYN,11231,40.679825,-73.99515,POINT (-73.99515 40.679825),1 PLACE,SMITH STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4314620,Box Truck,Sedan,,,
2020-05-19,19:20:00,BRONX,10459,40.82364,-73.89045,POINT (-73.89045 40.82364),,,1010 HOE AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4314947,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,09:45:00,BROOKLYN,11207,40.675735,-73.89686,POINT (-73.89686 40.675735),ATLANTIC AVENUE,PENNSYLVANIA AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4314458,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-05-19,16:50:00,BROOKLYN,11219,40.63063,-74.00923,POINT (-74.00923 40.63063),65 STREET,FORT HAMILTON PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,Unspecified,,,4315117,Sedan,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,
2020-05-19,01:00:00,BRONX,10454,40.802227,-73.912544,POINT (-73.912544 40.802227),,,781 EAST 135 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4314368,Sedan,Sedan,,,
2020-05-19,14:59:00,BROOKLYN,11203,40.642384,-73.92539,POINT (-73.92539 40.642384),KINGS HIGHWAY,AVENUE D,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4314876,Sedan,Sedan,,,
2020-05-19,06:00:00,,,40.721676,-73.98061,POINT (-73.98061 40.721676),AVENUE C,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4314758,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-05-19,17:21:00,BROOKLYN,11230,40.62095,-73.9555,POINT (-73.9555 40.62095),OCEAN AVENUE,AVENUE L,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4314667,Sedan,,,,
2020-05-19,07:00:00,BROOKLYN,11203,40.650517,-73.92359,POINT (-73.92359 40.650517),SNYDER AVENUE,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4314878,Station Wagon/Sport Utility Vehicle,,,,
2020-05-19,18:23:00,MANHATTAN,10010,40.737804,-73.98276,POINT (-73.98276 40.737804),,,235 EAST 22 STREET,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4314702,E-Bike,,,,
2020-05-19,21:30:00,QUEENS,11411,40.700832,-73.742805,POINT (-73.742805 40.700832),115 AVENUE,NASHVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4315193,Station Wagon/Sport Utility Vehicle,Sedan,,,
